date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type,is_synthetic,hotspot
2023-10-02,Juhu,Nerul,28.954300962975733,0.9908619909733926,09:40,Rain,Tuesday,Ganesh Chaturthi,325.3,congested,1,1
2022-10-23,Airoli,Mulund,4.143992493823053,0.8857914437451992,17:03,Clear,Tuesday,No,52.9,congested,1,0
2022-04-12,Colaba,Airoli,42.540922453869705,0.8568740148371387,19:17,Clear,Wednesday,No,394.9,congested,1,0
2024-06-26,Borivali,Kurla,22.714527223632544,1.0,01:48,Rain,Wednesday,No,219.7,congested,1,1
2023-09-01,Colaba,Eastern Freeway Start,26.79771463997673,0.9070693215738193,18:25,Clear,Wednesday,Janmashtami,270.6,congested,1,1
2022-10-24,Andheri,Juhu,3.28,0.97,08:57,Cloudy,Monday,Diwali,37.2,congested,0,1
2022-11-21,Colaba,Ghatkopar,27.86125275248922,0.8938841111348975,23:04,Clear,Thursday,No,235.4,congested,1,0
2023-04-19,Worli,Juhu,16.869547650562993,0.5295652912042137,21:05,Rain,Friday,Eid,26.7,freeway,1,0
2024-08-08,Nerul,Dadar,23.72328972921609,0.9315613682814082,16:52,Clear,Monday,Janmashtami,220.0,congested,1,1
2023-10-12,Goregaon,Airoli,23.18,0.88,03:40,Rain,Thursday,No,187.9,congested,0,0
2023-02-08,Bandra Kurla Complex,Marine Lines,16.577764595567213,0.8459047372847468,20:42,Clear,Saturday,No,73.4,urban,1,0
2024-09-14,Dadar,Kalyan,53.71,0.43,14:36,Rain,Saturday,No,66.7,freeway,0,0
2022-01-18,Sion,Bandra Kurla Complex,4.3516839391612825,0.9843299897731788,17:54,Clear,Tuesday,No,34.4,urban,1,1
2024-04-02,Belapur,Western Express Highway,30.27,0.26,05:20,Cloudy,Tuesday,No,28.6,freeway,0,0
2022-08-23,Bandra,Ghatkopar,8.157925542794443,0.9830693108153812,06:16,Cloudy,Wednesday,No,63.2,congested,1,1
2024-01-20,Bandra,Dadar,5.329153517170305,0.8314507160343884,18:11,Fog,Tuesday,No,27.3,urban,1,0
2024-05-03,Bandra Kurla Complex,Borivali,28.39,0.46,09:45,Clear,Friday,No,37.8,freeway,0,0
2022-10-24,Goregaon,Kalyan,40.44,0.91,05:51,Cloudy,Monday,Diwali,320.2,congested,0,1
2024-08-26,Girgaon,Colaba,5.47,0.94,15:55,Heavy Rain,Monday,Janmashtami,82.0,congested,0,1
2022-01-21,Sion,Malad,20.89635201058945,0.3202192348581314,14:28,Clear,Wednesday,No,20.8,freeway,1,0
2024-07-13,Fort,Dadar,12.25,0.95,19:14,Heavy Rain,Saturday,No,183.8,congested,0,1
2023-05-22,Powai,Marine Lines,30.466340954092765,0.3767604443121381,08:53,Clear,Sunday,No,39.9,freeway,1,0
2023-10-29,CST,Kalyan,61.39655708353526,0.4424726435485084,06:58,Storm,Sunday,Diwali,67.0,freeway,1,0
2023-04-07,Vashi,Girgaon,35.54010464374183,0.8228278971100819,10:17,Clear,Wednesday,Gudi Padwa,154.8,urban,1,0
2022-04-17,Juhu,Borivali,17.86,0.97,08:24,Clear,Sunday,No,156.8,congested,0,1
2024-11-01,Matunga,Airoli,27.96,0.77,09:54,Cloudy,Friday,No,104.2,urban,0,0
2022-11-18,Ghatkopar,Matunga,11.675191510879465,0.8222180221849252,22:24,Rain,Sunday,No,54.4,urban,1,0
2022-06-29,Colaba,Worli,12.32,0.98,08:29,Heavy Rain,Wednesday,No,118.5,urban,0,1
2023-06-26,Mohammad Ali Road,Goregaon,29.87831364880505,0.7355740267824582,01:03,Rain,Saturday,No,105.9,urban,1,0
2024-10-27,Byculla,Eastern Freeway Start,11.770673581679114,0.9329246300902364,18:23,Clear,Sunday,No,118.9,congested,1,1
2024-10-03,Bandra Kurla Complex,Panvel,34.54,0.94,18:48,Rain,Thursday,Navratri,187.3,urban,0,1
2022-08-12,Panvel,Thane,35.76852395772442,0.7253702610535996,22:17,Heavy Rain,Saturday,No,94.1,freeway,1,0
2024-11-24,Crawford Market,Goregaon,23.85441667596724,0.5690474650180348,09:56,Cloudy,Monday,No,43.6,freeway,1,0
2023-02-22,Bhandup,Marine Lines,31.795231656958045,0.9214115884346864,21:02,Clear,Wednesday,Holi,245.7,congested,1,1
2023-02-10,Kurla,Fort,19.73,0.96,23:16,Clear,Friday,No,150.4,congested,0,1
2022-09-02,Vashi,Malad,26.004744079825407,0.5033823430466619,23:41,Rain,Wednesday,Ganesh Chaturthi,35.1,freeway,1,0
2022-09-28,Belapur,Mohammad Ali Road,32.05327024973667,0.8853322072254286,08:07,Cloudy,Tuesday,No,281.1,congested,1,0
2023-02-28,Nerul,Borivali,37.00790039038171,0.8443371083703145,13:53,Clear,Tuesday,No,287.9,congested,1,0
2022-08-18,Kalyan,Malad,44.34,0.97,03:08,Heavy Rain,Thursday,Janmashtami,225.2,urban,0,1
2024-10-14,Girgaon,Airoli,35.971406008711824,0.7966597686755358,23:31,Clear,Monday,No,123.0,urban,1,0
2022-05-11,Kurla,Belapur,20.234559863519586,0.3477152017226629,12:00,Clear,Monday,No,26.2,freeway,1,0
2023-03-22,CST,Mulund,39.58,0.64,07:08,Clear,Wednesday,Gudi Padwa,70.3,freeway,0,0
2024-03-25,Malad,Dombivli,38.21,0.34,16:13,Storm,Monday,Holi,46.1,freeway,0,0
2023-12-25,Juhu,Chembur,13.61,1.0,19:01,Storm,Monday,Christmas/NewYear,223.7,congested,0,1
2023-04-04,Vashi,Bandra Kurla Complex,22.119505826377377,0.8309515439887343,20:53,Clear,Wednesday,No,85.7,urban,1,0
2024-08-18,Matunga,Colaba,18.1,0.94,23:35,Cloudy,Sunday,No,128.2,congested,0,1
2024-05-26,Chembur,Sion,5.79386118975281,0.8419717759250664,13:51,Clear,Monday,No,18.0,urban,1,0
2023-03-20,Crawford Market,Belapur,26.19,0.27,13:04,Clear,Monday,No,28.2,freeway,0,0
2022-10-21,Malad,Mohammad Ali Road,30.04,0.37,08:13,Clear,Friday,No,37.9,freeway,0,0
2023-12-22,Belapur,Kalyan,38.3,0.85,15:06,Fog,Friday,No,149.8,urban,0,0
2023-08-28,Powai,Nerul,23.23,0.85,00:04,Rain,Monday,No,103.4,urban,0,0
2022-06-01,Sion,Eastern Freeway Start,6.57,0.88,13:47,Heavy Rain,Wednesday,No,38.4,urban,0,0
2023-10-23,Panvel,Dadar,41.36,0.88,16:30,Clear,Monday,No,359.4,congested,0,0
2024-07-13,Bandra,Mohammad Ali Road,13.83,0.74,13:15,Cloudy,Saturday,No,39.9,urban,0,0
2023-03-23,Byculla,Matunga,3.63,0.85,00:45,Rain,Thursday,Ramadan Evenings,14.7,urban,0,0
2022-03-18,Airoli,Marine Lines,36.46,0.89,16:52,Cloudy,Friday,Holi,291.8,congested,0,0
2024-08-09,Bhandup,Fort,36.63,0.92,06:20,Heavy Rain,Friday,No,246.9,urban,0,1
2022-05-02,CST,Bhandup,37.98,0.36,00:40,Clear,Monday,No,44.7,freeway,0,0
2024-04-11,Malad,Matunga,23.28,0.9,01:06,Clear,Thursday,Gudi Padwa,106.0,urban,0,1
2022-11-21,Matunga,Crawford Market,9.26,0.98,04:44,Clear,Monday,No,82.8,congested,0,1
2023-02-28,Chembur,Dadar,9.566677674323204,0.8454623120870243,20:16,Clear,Monday,No,47.8,urban,1,0
2023-04-11,Bhandup,Bandra,17.737756959712822,0.8803893196284156,11:23,Clear,Wednesday,Gudi Padwa,170.7,congested,1,0
2022-04-29,Bandra Kurla Complex,Ghatkopar,9.642805786807903,0.7534241510084403,12:47,Cloudy,Thursday,No,26.6,urban,1,0
2024-04-15,Crawford Market,Thane,44.96,0.52,00:21,Rain,Monday,No,68.3,freeway,0,0
2022-09-18,Mulund,Vashi,16.2608673814864,0.772828306985294,02:01,Rain,Sunday,No,55.6,urban,1,0
2024-08-27,Powai,Matunga,17.66,1.0,01:47,Cloudy,Tuesday,No,103.8,urban,0,1
2023-01-30,Dadar,Lalbaug,4.33,0.83,14:23,Clear,Monday,No,13.5,urban,0,0
2023-10-13,Bandra,Andheri,8.56,0.74,02:36,Clear,Friday,No,27.8,urban,0,0
2022-08-05,Sion,Mohammad Ali Road,12.94244744989654,0.7884251659837186,15:43,Heavy Rain,Friday,No,68.6,urban,1,0
2023-04-21,Airoli,Girgaon,44.42,0.78,23:46,Clear,Friday,Eid,141.2,urban,0,0
2022-01-05,Sion,Malad,21.17,0.27,14:30,Clear,Wednesday,No,20.8,freeway,0,0
2023-12-19,CST,Borivali,43.97,0.91,05:41,Cloudy,Tuesday,No,373.0,congested,0,1
2023-04-23,Airoli,Nerul,17.84802223001768,0.9025129499676384,22:09,Rain,Sunday,No,197.4,congested,1,1
2023-01-20,Thane,Crawford Market,37.59,0.54,12:32,Rain,Friday,No,54.4,freeway,0,0
2023-10-22,Western Express Highway,Malad,14.263942408145992,0.9609674669318236,18:20,Heavy Rain,Sunday,Navratri,199.4,congested,1,1
2024-10-07,Byculla,Colaba,12.921781726465971,0.875405715685863,17:12,Clear,Thursday,Navratri,133.5,congested,1,0
2022-12-27,Malad,Bandra,15.704342550306572,0.56197188708467,20:51,Rain,Friday,No,28.9,freeway,1,0
2024-09-07,Sion,Girgaon,13.22,0.94,07:12,Heavy Rain,Saturday,Ganesh Chaturthi,198.3,congested,0,1
2024-09-07,Nerul,Kalyan,33.25,0.84,02:21,Heavy Rain,Saturday,Ganesh Chaturthi,203.1,urban,0,0
2022-07-30,Powai,Vashi,15.807741116530606,1.0,17:35,Heavy Rain,Monday,Independence Day,272.2,congested,1,1
2024-09-19,Worli,Crawford Market,5.285649706710163,0.9715367792117776,14:23,Heavy Rain,Saturday,Ganesh Chaturthi,31.1,urban,1,1
2022-07-04,Belapur,Bandra Kurla Complex,27.68186346559787,0.7364407091394997,23:30,Clear,Thursday,No,84.0,urban,1,0
2022-01-14,Mulund,Mohammad Ali Road,39.82,0.51,09:21,Cloudy,Friday,No,64.2,freeway,0,0
2023-03-23,Lalbaug,Thane,43.77,0.6,17:53,Storm,Thursday,Ramadan Evenings,88.7,freeway,0,0
2023-12-24,Powai,Juhu,10.130779426934865,0.9787786723101802,00:20,Cloudy,Monday,Christmas/NewYear,92.7,congested,1,1
2023-09-11,Malad,CST,31.843629609688463,0.8505649480034837,11:54,Rain,Sunday,No,116.9,urban,1,0
2022-01-11,Kurla,Goregaon,13.74,0.96,09:21,Clear,Tuesday,No,136.2,congested,0,1
2024-05-13,Byculla,Goregaon,23.07908727007532,0.5281948702162073,19:43,Clear,Sunday,No,34.4,freeway,1,0
2023-07-31,Eastern Freeway Start,Ghatkopar,2.06,0.88,10:20,Heavy Rain,Monday,No,9.2,freeway,0,0
2023-12-20,CST,Borivali,43.54002582297168,0.9036568721416572,05:40,Cloudy,Tuesday,No,373.0,congested,1,1
2022-03-22,Girgaon,Bandra Kurla Complex,16.317856942432787,0.958487562026206,23:10,Heavy Rain,Sunday,Ramadan Evenings,77.9,urban,1,1
2023-12-15,Bandra,Girgaon,17.61,1.0,07:57,Clear,Friday,No,125.6,urban,0,1
2024-10-04,Dadar,Worli,6.36,0.66,15:40,Clear,Friday,No,11.6,freeway,0,0
2022-03-25,Crawford Market,Matunga,7.220667739708326,1.0,09:54,Clear,Friday,Holi,73.2,congested,1,1
2023-06-16,Thane,Vashi,21.17020681949479,0.5742824072478205,14:13,Clear,Tuesday,No,38.0,freeway,1,0
2022-08-20,Sion,Ghatkopar,7.614483257728384,1.0,11:07,Cloudy,Thursday,No,61.7,congested,1,1
2023-10-26,Mulund,Sion,25.59438534330751,0.9150318750314792,14:00,Clear,Tuesday,No,178.6,congested,1,1
2024-08-26,Worli,Borivali,31.03,0.95,22:05,Cloudy,Monday,No,301.2,congested,0,1
2022-06-11,Fort,Powai,28.51,1.0,05:08,Heavy Rain,Saturday,No,427.7,congested,0,1
2024-09-02,Western Express Highway,Byculla,10.43,0.88,18:10,Rain,Monday,No,63.9,urban,0,0
2023-02-08,Byculla,Chembur,12.92,0.89,01:58,Clear,Wednesday,No,100.6,congested,0,0
2022-12-12,Thane,Juhu,27.33,0.48,00:46,Rain,Monday,No,41.6,freeway,0,0
2022-12-29,Goregaon,CST,28.21,0.83,10:57,Clear,Thursday,No,115.6,urban,0,0
2023-11-24,Powai,Ghatkopar,6.2633365060093045,0.6981803873042296,07:35,Cloudy,Sunday,No,22.4,urban,1,0
2024-07-31,Eastern Freeway Start,Colaba,26.2,0.24,14:28,Clear,Wednesday,No,26.9,freeway,0,0
2022-10-28,Colaba,Dombivli,41.84,0.36,15:53,Clear,Friday,No,46.8,freeway,0,0
2022-12-01,Dadar,Kurla,9.540854008366056,0.7621555818596462,03:52,Clear,Tuesday,No,27.0,urban,1,0
2024-11-01,Matunga,Chembur,10.2,0.7,06:31,Clear,Friday,Diwali,28.5,urban,0,0
2024-11-27,Panvel,Bandra Kurla Complex,41.137876476951405,0.6779029038849659,19:58,Fog,Sunday,No,87.8,freeway,1,0
2024-09-04,Goregaon,Bhandup,17.49994487387873,0.8427955332646649,15:37,Rain,Tuesday,No,66.2,urban,1,0
2023-12-10,Crawford Market,Byculla,5.4775747768015846,0.4575425138912501,10:27,Cloudy,Monday,Christmas/NewYear,7.5,freeway,1,0
2022-03-19,Colaba,Goregaon,40.32439271230622,0.9076671642035804,14:08,Cloudy,Wednesday,No,297.6,congested,1,1
2023-04-21,Colaba,Panvel,43.08,0.38,04:29,Cloudy,Friday,Eid,48.8,freeway,0,0
2022-05-02,CST,Dadar,10.712172762485883,0.9376341317680088,02:18,Storm,Monday,Eid,57.5,urban,1,1
2024-09-12,Marine Lines,Vashi,29.71,1.0,03:28,Heavy Rain,Thursday,No,382.7,urban,0,1
2023-11-14,Malad,Bhandup,14.105353500675754,0.9342444230430964,09:54,Clear,Monday,No,65.3,urban,1,1
2023-03-09,Bandra,Goregaon,13.605135267757126,0.9823217950758598,05:24,Heavy Rain,Thursday,Ramadan Evenings,261.9,congested,1,1
2022-04-03,Marine Lines,Girgaon,1.4919721141939843,0.423758671926087,23:56,Heavy Rain,Sunday,Ramadan Evenings,1.8,freeway,1,0
2023-04-02,Juhu,Lalbaug,15.991716752781471,0.8090821392806594,19:52,Clear,Friday,Eid,57.9,urban,1,0
2024-06-03,Western Express Highway,Belapur,26.388808795816352,0.6149572730275971,12:15,Heavy Rain,Monday,No,61.6,freeway,1,0
2023-02-01,Bhandup,Juhu,20.354882459953096,1.0,20:36,Clear,Monday,No,200.8,congested,1,1
2024-12-25,Mulund,Andheri,17.47,0.53,15:11,Rain,Wednesday,Christmas/NewYear,26.1,freeway,0,0
2023-02-24,CST,Dadar,13.516179686002468,0.8508085527843878,00:59,Cloudy,Thursday,No,107.5,congested,1,0
2024-02-27,Powai,Malad,10.23,0.94,18:18,Clear,Tuesday,No,93.4,congested,0,1
2022-12-24,Colaba,Matunga,20.19,0.88,09:41,Fog,Saturday,No,101.0,urban,0,0
2024-02-25,Panvel,Girgaon,34.40658393663432,0.923942731115082,09:20,Cloudy,Wednesday,No,304.1,congested,1,1
2024-09-07,Bandra,Lalbaug,11.95,1.0,08:49,Storm,Saturday,Ganesh Chaturthi,195.8,congested,0,1
2022-06-07,Western Express Highway,Eastern Freeway Start,8.400444646928186,0.7571557754791013,06:43,Cloudy,Wednesday,No,26.1,urban,1,0
2023-03-14,Lalbaug,Thane,43.0191491702561,0.5682515684748709,18:00,Storm,Thursday,Ramadan Evenings,88.7,freeway,1,0
2022-03-06,Borivali,Kalyan,44.47,0.82,17:20,Cloudy,Sunday,No,160.3,urban,0,0
2024-10-11,Colaba,Juhu,27.73,0.27,22:05,Clear,Friday,No,30.1,freeway,0,0
2022-03-24,Byculla,Goregaon,26.956964521436426,0.7583334844549886,15:40,Clear,Friday,No,77.1,urban,1,0
2022-12-20,Panvel,Bandra,46.82159051148481,0.918542855336022,08:45,Clear,Sunday,Christmas/NewYear,693.6,congested,1,1
2024-03-25,Dadar,CST,10.23,0.94,03:02,Clear,Monday,Holi,95.8,congested,0,1
2022-03-18,Juhu,Malad,11.53,1.0,16:18,Storm,Friday,Holi,62.8,urban,0,1
2024-03-25,Byculla,Bhandup,29.72,0.55,18:33,Cloudy,Monday,Holi,52.8,freeway,0,0
2023-08-05,Byculla,Colaba,15.216424584190989,1.0,06:12,Rain,Thursday,No,91.2,urban,1,1
2024-08-12,Dadar,CST,12.43,0.88,20:49,Rain,Monday,No,100.3,urban,0,0
2024-08-28,Goregaon,Thane,23.552252022942717,0.8123214998618812,23:59,Rain,Tuesday,No,87.0,urban,1,0
2023-04-06,Colaba,Worli,11.48,0.94,07:46,Clear,Thursday,No,133.9,congested,0,1
2023-08-10,Colaba,Marine Lines,4.97,0.91,15:22,Heavy Rain,Thursday,No,45.6,urban,0,1
2024-03-11,Girgaon,Western Express Highway,20.49,1.0,07:12,Storm,Monday,Ramadan Evenings,137.0,urban,0,1
2023-10-04,Airoli,Bhandup,7.37,0.72,21:59,Clear,Wednesday,No,20.5,urban,0,0
2022-09-16,Belapur,Vashi,7.68,0.94,09:53,Rain,Friday,No,46.0,urban,0,1
2022-10-24,Bhandup,Malad,14.91,1.0,20:39,Rain,Monday,Diwali,223.7,congested,0,1
2023-03-16,Belapur,Lalbaug,24.469348479277716,0.3022676079121634,21:42,Cloudy,Wednesday,Holi,24.8,freeway,1,0
2023-08-29,Dombivli,Bandra,31.52449295137939,0.8434703444371583,21:14,Storm,Tuesday,Independence Day,117.5,urban,1,0
2024-08-26,Crawford Market,Juhu,18.58,0.94,02:30,Cloudy,Monday,Janmashtami,170.3,congested,0,1
2023-02-27,Kurla,Colaba,21.82,0.38,14:28,Clear,Monday,No,23.4,freeway,0,0
2024-03-25,Thane,Borivali,16.59,0.98,12:53,Clear,Monday,Holi,138.1,congested,0,1
2023-06-13,Bhandup,Andheri,16.114721839120246,0.8645630689635989,14:55,Cloudy,Saturday,No,119.7,congested,1,0
2023-04-24,Panvel,Belapur,12.566354457619916,0.7835676236810658,19:57,Clear,Saturday,No,51.7,urban,1,0
2025-01-08,Belapur,Andheri,26.590158938875312,1.0,05:42,Storm,Wednesday,Christmas/NewYear,266.5,congested,1,1
2022-06-28,Powai,Borivali,20.176790075492807,0.7909835442728532,00:56,Clear,Friday,No,56.7,urban,1,0
2024-10-23,Powai,Nerul,20.997989378370384,0.9031303678403392,12:06,Clear,Thursday,Navratri,160.0,congested,1,1
2024-03-04,Thane,Andheri,25.67850710363544,0.8779791652897335,20:52,Cloudy,Tuesday,No,109.2,urban,1,0
2022-12-25,Bandra,Vashi,20.99,1.0,08:34,Cloudy,Sunday,Christmas/NewYear,314.8,congested,0,1
2022-01-31,Western Express Highway,Dadar,8.5,0.38,02:11,Cloudy,Monday,No,10.8,freeway,0,0
2022-07-09,Chembur,Eastern Freeway Start,0.5,0.94,20:37,Cloudy,Saturday,No,5.6,congested,0,1
2024-09-28,Crawford Market,Marine Lines,3.701373871798271,0.959060549815713,23:24,Storm,Saturday,Ganesh Chaturthi,17.2,urban,1,1
2022-03-15,Andheri,Eastern Freeway Start,13.963980948908237,0.4665334385845269,05:35,Heavy Rain,Sunday,Ramadan Evenings,20.7,freeway,1,0
2022-10-25,Bandra Kurla Complex,Nerul,30.34099568863256,0.7262975940762807,23:40,Clear,Friday,No,87.5,urban,1,0
2022-12-25,Chembur,Western Express Highway,10.25,0.77,21:29,Cloudy,Sunday,No,32.0,urban,0,0
2023-03-21,Kurla,Dombivli,28.385390922890583,0.2557391436049496,12:48,Cloudy,Sunday,No,29.0,freeway,1,0
2022-07-05,Bandra Kurla Complex,Colaba,21.79145533647034,0.4896520058532385,17:28,Rain,Tuesday,No,33.1,freeway,1,0
2024-03-11,Panvel,Malad,52.27,0.65,08:06,Heavy Rain,Monday,Ramadan Evenings,95.7,freeway,0,0
2023-05-22,Chembur,Kalyan,47.57,0.38,01:08,Clear,Monday,No,51.0,freeway,0,0
2023-11-12,CST,Kalyan,61.23,0.41,06:58,Storm,Sunday,Diwali,67.0,freeway,0,0
2023-06-17,Mohammad Ali Road,Mulund,33.54,0.54,05:59,Rain,Saturday,No,49.3,freeway,0,0
2023-10-10,Bandra Kurla Complex,Mulund,26.398393594267965,0.991541699437557,20:51,Clear,Saturday,No,309.7,congested,1,1
2024-03-26,Matunga,Panvel,38.53725599573789,0.4207464283342108,04:19,Cloudy,Monday,Ramadan Evenings,42.8,freeway,1,0
2024-10-23,Colaba,Dombivli,48.1766393441174,0.4857298342526508,18:21,Clear,Thursday,Navratri,72.2,freeway,1,0
2022-03-18,Chembur,Dadar,8.64,0.96,22:32,Clear,Friday,Holi,65.2,congested,0,1
2022-10-26,Malad,Matunga,25.74,0.59,17:56,Rain,Wednesday,No,40.0,freeway,0,0
2023-06-18,Nerul,Malad,33.393776753079685,0.4025798044224288,11:48,Rain,Friday,No,42.8,freeway,1,0
2024-09-08,Kalyan,Thane,23.07406201212845,0.8756635234306162,00:11,Cloudy,Saturday,No,76.0,urban,1,0
2022-10-09,Nerul,Bandra,27.425894284508217,0.8811289301552782,04:09,Rain,Saturday,No,327.1,congested,1,0
2022-06-23,Colaba,Belapur,29.56280414810843,0.7408148438286615,07:44,Rain,Tuesday,No,81.6,freeway,1,0
2024-06-10,Matunga,Dadar,0.6888593379312226,0.8806916724256824,01:32,Rain,Friday,No,3.0,urban,1,0
2023-02-22,Ghatkopar,Bandra,8.96,0.35,08:27,Clear,Wednesday,No,10.7,freeway,0,0
2024-01-25,Bandra Kurla Complex,Nerul,23.51,0.89,12:50,Fog,Thursday,No,93.3,urban,0,0
2023-10-12,Airoli,Kurla,23.314867045371827,0.7249961360172137,05:29,Clear,Sunday,Navratri,65.1,urban,1,0
2024-05-11,Ghatkopar,Matunga,11.208724524620532,0.8734988538746876,20:35,Cloudy,Saturday,No,48.9,urban,1,0
2022-01-31,Mohammad Ali Road,CST,2.6491720649044077,0.7651890481730617,01:34,Rain,Friday,No,9.7,urban,1,0
2022-04-03,Powai,Bhandup,7.953272587712418,0.8107877811663252,01:35,Clear,Tuesday,No,23.0,urban,1,0
2022-12-08,Lalbaug,Fort,8.258980497873086,0.8118304987967695,03:26,Cloudy,Sunday,Christmas/NewYear,25.2,urban,1,0
2023-09-19,Matunga,Andheri,13.89,0.96,07:53,Heavy Rain,Tuesday,Ganesh Chaturthi,169.3,urban,0,1
2023-09-06,Kalyan,Crawford Market,52.49,0.53,06:34,Rain,Wednesday,Janmashtami,76.0,freeway,0,0
2024-07-29,Goregaon,Thane,23.6772946282633,0.8282339061642563,23:59,Rain,Tuesday,No,87.0,urban,1,0
2023-08-16,Andheri,Colaba,26.82207593775491,0.5261665770532487,10:14,Cloudy,Monday,No,43.7,freeway,1,0
2023-05-18,Sion,Andheri,12.13,0.8,11:08,Cloudy,Thursday,No,40.1,urban,0,0
2023-11-11,Kurla,Airoli,23.32328902538312,0.831707543909817,19:35,Cloudy,Tuesday,No,82.7,urban,1,0
2022-10-01,Nerul,Bandra,27.87,0.91,03:53,Rain,Saturday,No,327.1,congested,0,1
2024-10-22,Lalbaug,Matunga,5.7603290057454775,0.7558447933838763,15:16,Cloudy,Friday,Diwali,18.9,urban,1,0
2022-08-20,Vashi,Lalbaug,23.59315561078478,0.910238995014728,18:52,Cloudy,Wednesday,Ganesh Chaturthi,196.9,urban,1,1
2022-07-11,Mohammad Ali Road,Kalyan,66.00199443425312,0.8580978139656631,20:10,Heavy Rain,Sunday,No,382.5,urban,1,0
2024-06-04,Sion,Worli,9.770517414847063,0.906469075593626,07:28,Heavy Rain,Saturday,No,59.6,urban,1,1
2024-12-02,Bandra Kurla Complex,Worli,10.73,0.81,16:07,Clear,Monday,No,40.1,urban,0,0
2022-12-25,Crawford Market,Girgaon,2.7703416726298524,1.0,19:23,Clear,Sunday,Christmas/NewYear,29.1,congested,1,1
2024-01-03,Crawford Market,Eastern Freeway Start,16.12934343949055,0.9942730416812736,04:07,Fog,Sunday,No,171.1,congested,1,1
2023-12-24,Kalyan,CST,51.047148717187866,0.6180477944853094,20:07,Cloudy,Friday,No,84.8,freeway,1,0
2022-08-03,Girgaon,Andheri,29.0631061849798,0.5427608295195019,22:15,Rain,Tuesday,No,47.5,freeway,1,0
2023-11-11,Dadar,Malad,23.87777385888544,0.9948630176772302,18:51,Storm,Sunday,Diwali,334.1,urban,1,1
2022-06-09,Panvel,Thane,43.45,0.74,17:16,Heavy Rain,Thursday,No,114.9,freeway,0,0
2022-09-03,CST,Girgaon,2.514461940194493,0.8766047297855791,03:42,Rain,Wednesday,Ganesh Chaturthi,14.1,urban,1,0
2023-09-19,Belapur,Lalbaug,22.85,0.92,18:21,Cloudy,Tuesday,Ganesh Chaturthi,176.0,urban,0,1
2022-02-25,Matunga,Byculla,4.06,0.85,10:58,Cloudy,Friday,No,16.1,urban,0,0
2023-07-21,Panvel,Nerul,14.56,0.88,20:47,Rain,Friday,No,85.8,urban,0,0
2022-11-26,Eastern Freeway Start,Bandra Kurla Complex,8.4,0.74,21:19,Clear,Saturday,No,25.0,urban,0,0
2023-09-14,Panvel,Malad,38.77,0.52,17:05,Rain,Thursday,No,64.3,freeway,0,0
2022-03-21,Matunga,Marine Lines,11.577278580141794,0.8727417684510507,05:36,Clear,Wednesday,No,84.7,congested,1,0
2022-04-03,Kurla,Mohammad Ali Road,16.79,0.85,00:56,Clear,Sunday,Ramadan Evenings,88.6,urban,0,0
2024-11-23,Dadar,Matunga,0.8,0.79,14:35,Clear,Saturday,No,2.6,urban,0,0
2023-04-06,Kurla,Juhu,9.739351649303112,0.60019979061745,00:45,Clear,Friday,Eid,16.7,freeway,1,0
2023-05-27,Sion,Chembur,6.7531310291291975,0.935823594095477,04:33,Clear,Wednesday,No,51.6,congested,1,1
2024-02-20,Chembur,Worli,15.02,0.36,06:32,Rain,Tuesday,No,18.7,freeway,0,0
2022-10-21,Belapur,Kalyan,33.98387557247008,1.0,01:22,Clear,Monday,Diwali,285.5,congested,1,1
2022-11-16,Crawford Market,Mohammad Ali Road,2.636077048141764,0.8741361576448557,11:18,Cloudy,Saturday,No,20.8,congested,1,0
2024-04-07,Kalyan,Belapur,38.79,0.53,18:40,Clear,Sunday,No,58.3,freeway,0,0
2024-01-17,Chembur,Matunga,9.787995020173463,0.7539118305786727,12:06,Fog,Monday,No,38.7,urban,1,0
2023-05-17,Colaba,Mulund,49.06662817549519,0.5645553337726774,02:48,Cloudy,Tuesday,No,114.3,freeway,1,0
2022-08-24,Lalbaug,Kalyan,50.37675162620194,0.8394328038937909,07:42,Heavy Rain,Thursday,Janmashtami,160.5,freeway,1,0
2022-03-17,Byculla,Dombivli,40.59367912087802,0.9767694429733546,07:52,Storm,Saturday,Gudi Padwa,282.2,urban,1,1
2023-09-11,Colaba,Eastern Freeway Start,22.9637788395457,0.9504878433969672,18:53,Rain,Wednesday,Janmashtami,171.0,urban,1,1
2023-01-31,Dadar,Airoli,31.15229580297053,0.309319780355937,01:45,Clear,Saturday,No,32.9,freeway,1,0
2024-05-22,Malad,Powai,11.15047242087815,0.8584125254471701,11:26,Rain,Thursday,No,50.7,urban,1,0
2024-04-06,Marine Lines,Worli,8.665517128284183,1.0,23:28,Clear,Wednesday,Eid,68.7,congested,1,1
2024-03-11,Mulund,Goregaon,16.38,0.82,17:29,Cloudy,Monday,Ramadan Evenings,85.9,urban,0,0
